ProductName,Sales,Inventory,Price,December_2018,January,February,March,April,May,June,July,August,September,October,November,December_2019,MeanValue,TransactionNo,RestockPoint,Rating,Bio
Gardeners Kneeling Pad Cup Of Tea,6827,1632,11.74,0.0,0.0,0.0,0.0,0.0,14.238,6.836,15.169,8.316,8.372,6.62,8.066,7.475,5.776307692307691,97.5,6.0,5.0,0
Baking Set 9 Piece Retrospot,4948,837,14.61,2.857,4.386,6.628,3.829,3.169,5.212,6.796,3.317,4.31,9.08,4.388,5.119,6.341,5.033230769230769,74.923,6.0,5.0,0
Paper Craft Little Birdie,80995,624,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80995.0,6230.384615384615,2.0,6231.0,4.878174077956745,1
Baking Set Spaceboy Design,2209,1977,15.32,5.812,4.062,5.905,5.073,2.789,3.564,3.222,3.067,5.08,3.14,3.448,6.8,4.28,4.326307692307692,37.154,5.0,4.584310443672808,0
Assorted Colour Mini Cases,1770,465,16.76,4.176,4.778,9.31,3.184,2.958,6.611,1.958,2.852,3.735,3.298,4.129,4.931,12.417,4.949,30.308,5.0,5.0,0
Paper Chain Kit Vintage Christmas,10604,402,13.27,11.108,3.9,12.0,40.0,40.0,2.25,1.75,23.0,31.762,14.158,11.206,13.572,9.578,16.483384615384615,65.385,17.0,1.2968574516670488,0
Paper Chain Kit 50'S Christmas,19355,1023,13.27,14.097,2.4,1.667,17.4,7.571,5.667,43.0,12.156,17.941,12.536,15.481,19.528,17.264,14.362153846153848,93.077,15.0,4.4322352698561795,0
Roll Wrap 50'S Christmas,3551,524,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.815,12.39,9.079,6.591,3.990384615384616,72.8,4.0,4.86355451712754,1
Roll Wrap 50'S Red Christmas,1815,334,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.143,10.595,9.016,6.962,5.172,4.068307692307692,43.2,5.0,2.9608914104627235,0
Pack Of 12 Coloured Pencils,3959,1720,6.04,13.429,25.471,8.182,18.154,13.727,24.81,58.182,32.077,14.611,9.286,7.69,16.3,4.429,18.94984615384616,17.154,19.0,4.290637560167271,0
Wooden School Colouring Set,5888,649,6.04,9.69,6.821,9.368,12.515,27.6,8.816,6.579,11.227,39.694,12.179,10.778,11.145,15.895,14.023615384615386,34.538,15.0,4.155920148889927,1
Pack Of 12 Traditional Crayons,9721,333,6.04,17.515,30.103,16.824,19.167,38.952,42.0,25.903,20.023,15.111,18.8,18.5,14.493,19.857,22.865230769230774,34.615,23.0,4.079065354934313,0
Traditional Modelling Clay,8168,1355,6.04,15.75,18.6,21.588,12.792,21.056,21.424,11.938,28.909,21.889,24.722,15.204,18.942,63.6,22.801076923076927,30.077,23.0,4.664218231310417,1
Retrospot Tea Set Ceramic 11 Pc,4527,1289,6.04,4.769,3.4,5.808,4.493,3.79,5.137,5.769,5.643,4.722,4.357,4.319,4.476,3.759,4.649384615384616,76.0,5.0,4.870943959250157,0
Jumbo Bag 50'S Christmas,10306,377,6.19,0.0,0.0,0.0,0.0,0.0,0.0,2.909,11.775,10.811,13.423,15.981,15.12,14.6,6.509153846153846,105.571,7.0,4.050885282290666,0
Jumbo Bag Vintage Doily,20503,983,6.19,0.0,0.0,0.0,0.0,0.0,15.233,13.02,14.305,25.341,13.885,17.541,17.53,14.5,10.104230769230773,158.25,11.0,5.0,0
Jumbo Bag Red Retrospot,48478,1252,6.19,17.424,23.402,24.656,30.362,19.839,18.782,19.828,16.839,30.786,19.89,29.66,23.759,19.31,22.656692307692307,166.077,23.0,4.7079976419884,0
Jumbo Bag Alphabet,13379,1212,6.19,0.0,0.0,0.0,0.0,14.443,15.241,13.628,10.933,23.118,12.904,15.434,14.152,16.025,10.452153846153845,103.333,11.0,4.705832666774846,0
Lunch Bag Alphabet Design,7851,213,6.19,0.0,0.0,0.0,0.0,12.508,9.992,11.725,8.657,20.282,7.413,6.867,9.26,4.63,7.025692307692308,86.667,8.0,5.0,0
Black Record Cover Frame,11656,1504,6.04,65.857,13.765,49.5,14.45,14.412,25.75,50.848,21.931,20.444,22.594,17.189,26.619,44.971,29.871538461538464,29.538,30.0,5.0,1
Parisienne Jewellery Drawer,813,1560,6.04,0.0,0.0,0.0,0.0,0.0,3.25,4.474,1.818,2.259,2.41,3.449,2.024,4.737,1.8785384615384613,34.375,2.0,4.213536966463768,0
Parisienne Sewing Box,312,1475,6.04,0.0,0.0,0.0,0.0,0.0,2.867,1.733,1.125,2.071,2.222,1.808,1.478,3.75,1.3118461538461537,19.375,2.0,3.6721799019665604,0
Set 10 Night Owl Lights,967,805,6.04,3.097,2.346,1.619,6.222,3.412,5.952,2.8,3.474,1.643,3.552,2.808,3.067,3.824,3.370461538461538,23.0,4.0,4.180293263914987,0
Large Cake Stand Hanging Strawbery,583,1765,7.24,2.273,3.778,1.417,2.188,1.636,3.704,1.571,3.357,1.5,1.2,2.4,3.462,13.75,3.248923076923077,12.462,4.0,3.7282926423817204,0
Cake Stand Victorian Filigree Small,374,6,7.24,1.5,1.357,1.857,1.714,1.167,1.222,1.933,3.774,1.667,5.5,3.333,2.5,16.0,3.348,9.692,4.0,3.4513512051561617,0
Traditional Naughts & Crosses,2859,1627,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.667,11.921,6.389,2.0751538461538463,89.333,3.0,5.0,0
Set 36 Colour Pencils Love London,1105,141,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,7.261,8.421,6.5,3.1447692307692305,32.25,4.0,3.4045578133101886,0
Set 36 Colouring Pencils Doily,1555,1910,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.357,14.894,7.359,5.45,3.081538461538462,39.75,4.0,5.0,0
Set 36 Colour Pencils Spaceboy,1712,1592,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286,10.069,9.422,3.696,2.497923076923077,48.0,3.0,3.3003982096434026,0
Set 36 Colour Pencils Dolly Girl,1391,244,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.929,10.263,8.93,4.083,2.5542307692307693,38.5,3.0,5.0,1
Pack Of 12 Vintage Christmas Tissue,3051,519,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.441,16.452,17.364,10.684,5.764692307692308,40.25,6.0,2.6951645621719624,0
Pack Of 12 Dolly Girl Tissues,1354,1345,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.158,6.408,5.0,2.812769230769231,34.5,3.0,4.354357689814597,0
Pack Of 12 50'S Christmas Tissues,4003,214,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.843,17.398,8.739,7.075384615384616,47.0,8.0,1.21104419731396,0
Pack Of 12 Red Apple Tissues,1220,238,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,37.05,5.963,3.0,4.647153846153846,19.25,5.0,2.866872962143853,0
Pack Of 12 Vintage Doily Tissues,2344,1295,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.837,16.531,14.205,13.0,5.428692307692307,31.25,6.0,3.8737655636643917,0
Pack Of 12 Vintage Leaf Tissues,1509,133,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.833,14.545,8.5,6.231,4.700692307692308,20.75,5.0,3.9243070240053615,0
Box Of 6 Christmas Cake Decorations,1875,866,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,5.5,11.903,2.307923076923077,74.667,3.0,4.956704138700429,0
I Love London Mini Backpack,390,282,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.069,2.542,5.571,3.25,1.2639999999999998,22.25,2.0,4.956774233071647,0
Spaceboy Rocket Lolly Makers,667,258,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.389,6.594,3.309,5.357,2.126846153846154,29.75,3.0,3.76259368755325,0
Home Sweet Home Hanging Heart,1922,102,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.233,8.016,6.587,2.688,2.117230769230769,60.0,3.0,3.79577821684062,0
Home Sweet Home 2 Drawer Cabinet,254,110,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.294,3.852,3.083,3.5,1.056076923076923,18.5,2.0,4.67708898364764,0
Lavender Toilette Bottle,558,1033,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,6.156,3.35,4.0,2.046615384615385,20.0,3.0,4.4447635673531005,0
Metal Sign Drop Your Pants,1277,1988,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.262,6.729,5.865,4.118,1.7672307692307696,52.75,2.0,2.4261050926202596,0
3 Raffia Ribbons 50'S Christmas,2105,1600,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.485,9.46,10.195,8.105,3.249615384615385,50.5,4.0,3.7857480333742366,0
3 Raffia Ribbons Vintage Christmas,827,1170,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.696,7.571,5.4,4.643,2.5623076923076926,25.0,3.0,4.242354628032532,0
Hand Warmer Red Love Heart,4027,627,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,14.158,8.673,8.724,7.406,3.4970000000000003,85.0,4.0,5.0,0
Square Mini Portrait Frame,278,189,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.769,5.062,4.556,1.1836153846153847,18.0,2.0,5.0,0
Vintage Zinc Planter,32,1318,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.4,0.8,3.667,1.0,4.682000625561489,0
Card Holder Love Bird Small,332,1189,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5.73,3.517,2.5,1.172846153846154,18.5,2.0,5.0,0
Mini Lights Woodland Mushrooms,1801,401,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.848,7.007,6.195,2.2346153846153847,74.333,3.0,4.1840159527344705,1
Vintage Doily Deluxe Sewing Kit,813,1706,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.444,4.219,3.617,5.103,1.1833076923076924,54.75,2.0,2.7994563065146627,0
Set Of 3 Pantry Wooden Spoons,225,1849,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,6.444,4.182,0.9456153846153847,13.667,1.0,4.891875147945166,0
Classic Chrome Bicycle Bell,2561,1386,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.364,9.934,18.607,3.454230769230769,67.667,4.0,4.694616395404071,0
Classic Bicycle Clips,1644,571,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.571,19.754,2.332692307692308,53.0,3.0,4.721459661757007,1
Key Ring Baseball Boot Union Jack,1823,117,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,10.04,18.654,3.8149230769230766,38.667,4.0,4.440962845189364,0
Mini Playing Cards Spaceboy,2747,1043,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,32.3,8.043,8.333,4.571230769230769,39.0,5.0,2.213574137308579,0
Mini Playing Cards Dolly Girl,2631,835,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,36.776,9.177,6.4,5.296384615384616,33.25,6.0,3.08392319627936,0
Mini Playing Cards Gymkhana,2522,138,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.231,20.64,25.804,2.333,4.616,31.5,5.0,2.942746214437082,0
Wall Art Cat And Bird,413,1566,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.095,5.294,1.0,1.6453076923076924,14.667,2.0,2.9837618938173485,0
Wall Art Dog Licence,1012,901,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.188,5.078,9.944,1.7853846153846151,48.667,2.0,3.4801629807886694,0
Wall Art Stop For Tea,1388,43,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.831,4.853,4.32,1.1541538461538463,88.0,2.0,5.0,0
Wall Art Bicycle Safety,1329,221,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.885,4.485,8.2,1.505384615384615,73.667,2.0,5.0,1
Wall Art Village Show,626,1494,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.069,2.75,1.3706923076923077,28.667,2.0,3.425829829623616,0
Wall Art Vintage Heart,332,1824,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.105,1.917,1.5,1.501692307692308,11.0,2.0,4.693078102526552,0
Pack Of 12 Paisley Park Tissues,1843,547,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.796,12.892,11.31,9.0,3.769076923076923,35.25,4.0,4.4474720217823585,0
Bicycle Puncture Repair Kit,1864,696,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,16.757,2.249,62.0,3.0,2.8952393579754343,1
Landmark Frame Notting Hill,424,1640,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.429,1.81,2.0,1.3260769230769232,18.0,2.0,3.8703202366911302,0
Woodland Bunnies Lolly Makers,652,1115,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.577,6.5,2.773,4.526,1.6443076923076925,31.75,2.0,4.297991243172822,0
Set Of 6 Ribbons Party,170,1544,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,9.917,1.7436153846153848,8.0,2.0,5.0,0
Egg Cup Milkmaid Ingrid,644,1433,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,6.667,2.5,1.682846153846154,25.333,2.0,2.8854200794804843,0
Egg Cup Milkmaid Helga,410,1296,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.947,5.833,3.5,1.4061538461538463,21.667,2.0,5.0,1
Egg Cup Henrietta Hen Pink,211,1133,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.556,5.208,1.667,1.1869999999999998,13.0,2.0,4.39186144037259,0
Tradtional Alphabet Stamp Set,961,516,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.148,4.094,6.816,1.2352307692307691,67.667,2.0,4.297645764554277,1
Traditional Pick Up Sticks Game,2782,388,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.116,10.439,7.865,1.9553846153846155,97.667,2.0,3.482902587159528,0
Snack Tray Paisley Park,179,1428,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.222,6.0,0.7093846153846154,17.0,1.0,4.024599448302021,1
Snack Tray I Love London,171,429,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,5.56,0.8892307692307692,12.333,1.0,5.0,0
Set 10 Cards Red Riding Hood 17214,40,870,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333,1.0,3.5,2.0,0.7563846153846154,4.0,1.0,5.0,0
Set 10 Cards Jingle Bells 17217,8,868,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.173076923076923,3.5,1.0,4.641963331414229,0
Set 10 Cards David's Madonna 17074,6,806,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.2307692307692307,2.0,1.0,3.742419731521139,0
Set 10 Cards Christmas Holly 17259,3,139,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2307692307692307,1.0,1.0,3.9136898256649344,1
Set 10 Cards Christmas Tree 16955,5,190,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3076923076923077,1.25,1.0,5.0,0
Henrietta Hen Mug,306,500,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.615,7.5,1.889,1.461846153846154,15.333,2.0,3.386509761801654,0
Milk Maids Mug,219,1678,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.083,6.421,2.857,1.3354615384615385,12.667,2.0,4.335845747575857,0
Blue Victorian Fabric Oval Box,925,1706,6.19,1.333,1.0,2.75,73.8,4.0,12.5,4.75,13.75,9.5,1.667,3.6,8.16,4.455,10.866538461538465,7.692,11.0,2.8707493660302683,0
Red Victorian Fabric Oval Box,862,829,6.19,1.8,4.667,7.0,57.0,3.2,5.091,4.0,10.333,12.333,11.143,3.545,5.056,2.125,9.79176923076923,7.538,10.0,5.0,1
Vintage Bead Pink Evening Bag,619,660,6.19,14.167,4.65,4.0,0.0,5.0,14.0,24.0,5.0,15.4,8.091,3.889,5.16,1.875,8.09476923076923,8.0,9.0,3.865423524714493,0
Vintage Bead Pink Purse,981,840,6.19,12.0,5.364,0.0,0.0,4.25,4.625,13.875,5.385,15.5,7.143,7.375,7.167,1.714,6.492153846153846,12.182,7.0,3.580967792955346,0
Folkart Star Christmas Decorations,3582,487,6.19,12.5,0.0,0.0,0.0,0.0,0.0,4.0,6.0,11.0,27.273,26.781,30.714,21.667,10.76423076923077,17.0,11.0,3.035611160947962,0
Folkart Clip On Stars,786,392,6.19,1.286,1.556,1.0,0.0,2.0,0.0,0.0,1.5,1.0,8.727,13.864,8.182,5.312,3.4174615384615383,10.3,4.0,3.7612897842878965,0
Zinc Folkart Sleigh Bells,5070,62,6.04,12.6,2.429,1.333,1.2,1.0,4.333,2.333,18.75,6.95,12.679,11.95,10.609,9.595,7.366230769230769,36.615,8.0,3.6207187147670212,0
Funky Monkey Cushion Cover,232,1179,6.19,1.0,1.667,0.0,5.667,0.0,12.0,0.0,9.0,7.5,7.667,12.667,4.375,1.6,4.857153846153847,4.6,5.0,3.96745290053989,0
Woven Bubble Gum Cushion Cover,160,1633,7.24,1.5,1.25,1.0,1.0,3.0,2.0,1.5,1.5,1.5,2.6,2.25,2.312,5.0,2.031692307692308,5.462,3.0,5.0,0
Woven Berries Cushion Cover,162,1805,7.24,1.286,1.5,1.333,1.5,3.0,3.0,2.5,1.25,1.5,2.15,1.333,1.789,2.0,1.857,6.846,2.0,2.60558584731844,1
Woven Frost Cushion Cover,117,1580,7.24,1.2,1.5,4.5,1.0,2.0,6.0,2.0,1.0,0.0,1.667,2.143,2.25,2.143,2.107923076923077,4.917,3.0,3.418753673844587,0
Woven Sunset Cushion Cover,89,1911,7.24,1.0,5.5,2.0,3.0,3.5,0.0,1.5,1.0,1.0,2.5,2.25,1.8,3.4,2.1884615384615382,3.083,3.0,4.860010515202331,0
Woven Candy Cushion Cover,68,1697,7.24,1.0,1.0,0.0,1.5,6.0,1.5,2.0,2.0,1.0,1.556,1.714,1.75,5.0,2.0015384615384617,3.25,3.0,4.351001448104692,0
Woven Rose Garden Cushion Cover,217,911,7.24,1.0,1.25,2.0,3.0,4.5,1.0,2.4,1.6,1.75,2.941,2.733,1.9,2.75,2.217230769230769,6.923,3.0,5.0,0
Small Pop Box Funky Monkey,410,974,6.19,2.667,2.85,4.0,6.0,11.5,9.5,2.667,1.667,9.286,1.5,2.737,2.259,4.375,4.692923076923077,9.385,5.0,4.121004884800109,0
Hanging Photo Clip Rope Ladder,748,1961,6.19,28.0,10.667,6.0,8.6,23.2,20.2,6.333,14.5,3.0,3.6,1.231,2.176,16.143,11.05,6.769,12.0,5.0,1
Retro Longboard Ironing Board Cover,286,1125,7.24,1.167,1.462,0.0,1.0,12.0,4.667,1.25,3.467,6.286,1.615,3.917,1.5,2.667,3.153692307692308,8.917,4.0,4.710016569833039,0
Party Bunting,18308,1105,7.24,4.938,7.594,11.562,10.315,10.487,14.111,10.626,14.749,10.847,8.108,6.612,10.132,4.857,9.610615384615384,132.846,10.0,5.0,1
Pink Happy Birthday Bunting,2339,1056,7.24,3.667,5.143,6.885,4.64,2.892,8.475,7.879,5.212,8.808,5.395,4.576,3.909,3.2,5.436999999999999,31.538,6.0,4.362884465625527,0
Feather Pen Hot Pink,3890,704,7.24,6.222,22.0,10.714,8.333,38.667,17.143,11.667,10.7,24.167,16.129,19.415,17.196,10.812,16.39730769230769,18.769,17.0,4.232727052050145,0
Feather Pen Light Pink,2071,1354,7.24,9.25,25.444,6.5,10.0,15.0,9.286,8.357,13.167,20.214,13.294,14.909,14.828,8.571,12.986153846153844,11.769,13.0,4.1700402256534,0
Photo Clip Line,239,70,7.24,1.5,10.667,2.333,12.5,1.0,5.0,2.0,3.333,10.667,1.0,4.9,2.111,1.0,4.462384615384615,4.077,5.0,2.9712130239832826,0
Set/6 Purple Butterfly T-Lights,890,1262,6.39,7.0,1.667,7.2,2.8,3.0,6.4,1.5,3.125,7.231,2.8,5.529,3.132,3.524,4.223692307692307,15.385,5.0,3.670758091598146,0
Grand Chocolatecandle,5978,748,7.24,13.214,44.773,10.0,8.87,18.087,18.125,10.571,34.0,13.688,28.182,19.265,22.0,10.5,19.32884615384615,23.308,20.0,4.904135931047817,0
4 Ivory Dinner Candles Silver Flock,541,1544,7.24,4.333,2.571,3.286,1.4,1.8,5.0,9.5,1.833,2.5,4.571,4.333,2.406,6.294,3.832846153846153,10.923,4.0,3.630228367473692,1
Chilli Lights,10309,650,6.19,19.402,22.446,12.865,10.098,4.125,10.048,7.882,22.105,12.839,13.776,13.8,17.746,14.469,13.969307692307694,52.231,14.0,3.778095128382823,0
Wood Black Board Ant White Finish,6020,571,6.19,22.483,6.196,8.875,9.158,5.738,6.269,9.655,11.043,3.855,8.254,5.8,5.257,11.2,8.752538461538462,53.692,9.0,3.8827087163013765,0
Airline Lounge Metal Sign,713,850,6.19,2.409,2.571,2.176,2.25,3.062,2.0,2.333,2.438,2.607,2.52,1.808,2.571,3.353,2.469076923076923,22.538,3.0,3.820398953776261,0
Area Patrolled Metal Sign,4367,1378,6.19,6.125,7.545,7.261,7.349,15.613,7.132,10.655,11.346,11.639,12.455,10.39,10.582,8.28,9.720923076923077,34.231,10.0,4.370871070207705,0
Charlie+Lola Red Hot Water Bottle,432,234,6.19,4.062,1.471,1.571,1.0,1.0,1.0,1.5,1.857,1.0,2.188,2.714,1.875,5.737,2.075,12.923,3.0,3.4263350843483944,0
Greeting Card Square Doughnuts,174,1613,6.19,12.0,1.0,1.0,9.25,18.5,4.667,9.25,1.0,8.333,1.0,3.0,1.0,1.0,5.461538461538462,2.077,6.0,4.253410213096469,1
Set Of 20 Kids Cookie Cutters,4321,1669,6.19,8.694,12.404,13.294,11.489,5.3,6.645,7.125,3.952,7.0,8.61,6.727,6.344,5.276,7.912307692307691,41.0,8.0,4.537092692370422,1
Set Of 3 Heart Cookie Cutters,6350,183,6.19,5.647,9.964,4.859,10.141,5.837,6.641,7.375,18.828,6.88,6.308,11.14,15.275,6.741,8.895076923076923,53.846,9.0,4.556458439840469,1
Carrot Charlie+Lola Coaster Set,472,1594,6.19,5.0,4.8,1.0,2.875,1.333,4.643,7.6,2.25,2.444,4.0,3.727,3.036,1.556,3.404923076923076,9.846,4.0,4.6945058020098775,0
3d Sheet Of Dog Stickers,426,1684,6.19,2.941,5.111,2.286,4.714,6.5,6.0,5.0,1.929,2.7,2.333,6.091,4.0,1.429,3.925692307692308,8.923,4.0,4.223333877340222,1
Girls Alphabet Iron On Patches,13882,952,6.19,15.625,9.0,103.714,153.812,50.571,89.429,120.7,264.158,31.133,96.875,10.6,46.783,20.857,77.94284615384616,11.385,78.0,5.0,0
Pack 6 Heart/Ice-Cream Patches,468,1854,6.19,5.0,4.292,1.5,7.333,8.5,7.5,7.0,3.55,5.0,2.0,2.0,3.571,1.0,4.4804615384615385,7.615,5.0,5.0,0
Boys Alphabet Iron On Patches,1975,1008,6.19,7.625,6.25,45.4,78.25,42.0,12.667,8.25,5.143,9.9,5.0,7.0,44.5,8.0,21.53730769230769,7.692,22.0,3.8181635650433225,0
Box Of 24 Cocktail Parasols,7940,788,6.19,16.232,18.316,16.56,9.804,21.054,13.036,11.6,10.702,13.382,11.742,13.909,9.823,10.95,13.623846153846152,46.385,14.0,4.531176709358428,0
Colour Glass T-Light Holder Hanging,16449,1739,6.19,19.652,23.84,24.406,21.788,22.256,28.094,29.375,25.029,27.383,45.214,23.097,22.8,12.615,25.042230769230773,49.231,26.0,5.0,0
Jungle Popsicles Ice Lolly Moulds,1103,223,6.19,1.778,8.333,3.167,6.625,8.526,8.371,6.92,3.844,2.222,6.5,4.833,2.8,9.333,5.634769230769231,14.538,6.0,3.3697434053526365,0
Assorted Colour Bird Ornament,36493,542,6.19,22.581,23.0,22.527,23.261,21.333,21.406,17.261,17.415,57.491,21.538,18.196,24.783,28.298,24.545384615384616,115.462,25.0,3.602359727389862,0
Pink Butterfly Handbag W Bobbles,162,896,6.04,1.6,2.0,1.75,2.0,1.5,1.0,1.333,1.6,1.125,1.5,2.333,1.562,1.571,1.605692307692308,7.538,2.0,4.213156121656545,0
Hanging Heart Zinc T-Light Holder,9143,1995,6.04,11.463,12.241,10.302,17.149,20.638,19.583,17.849,13.744,9.886,16.053,14.229,11.262,18.15,14.81146153846154,47.077,15.0,4.923939335169106,1
Hanging Heart Jar T-Light Holder,12512,1733,6.04,11.68,15.458,19.128,20.162,17.721,18.209,16.712,14.321,16.69,14.315,10.283,19.224,8.708,15.585461538461535,59.0,16.0,3.8724220895218,0
60 Teatime Fairy Cake Cases,18238,1521,6.04,22.352,18.381,14.46,23.736,27.129,17.443,13.754,22.895,24.119,32.078,24.6,15.135,5.48,20.120153846153848,67.0,21.0,5.0,0
Childrens Cutlery Polkadot Green,2679,1875,6.04,6.9,19.458,8.931,2.829,8.792,3.815,5.385,11.321,7.692,9.083,5.04,8.273,17.2,8.824538461538461,25.231,9.0,5.0,1
Childrens Cutlery Retrospot Red,4578,206,6.04,7.85,18.38,13.139,9.098,17.038,5.964,3.185,11.286,7.9,12.438,6.826,9.367,8.071,10.041692307692308,34.385,11.0,3.31132181956952,0
Gold Mini Tape Measure,1236,1936,6.04,42.565,3.0,1.286,3.333,1.778,1.333,3.333,3.0,11.273,2.136,2.15,2.333,2.6,6.163076923076923,16.077,7.0,3.450664947571867,1
Chrysanthemum Notebook,169,1740,6.19,1.667,1.0,3.0,1.0,3.0,3.5,0.0,1.0,2.0,1.214,3.091,2.333,1.75,1.8888461538461536,6.667,2.0,4.987961519390174,0
Camouflage Ear Muff Headphones,54,446,6.19,3.286,1.5,1.667,0.0,1.5,1.0,1.0,0.0,0.0,5.0,0.0,1.5,1.0,1.3425384615384617,3.111,2.0,3.498071627127231,0
Set/5 Red Retrospot Lid Glass Bowls,6372,447,6.19,7.139,11.83,6.345,5.191,5.887,5.825,6.682,11.398,7.308,6.896,4.647,5.984,5.172,6.946461538461538,72.077,7.0,4.665442852828677,0
